customer_id,signup_date,account_age_days,device_id,address_id,city,customer_segment
CUST00164,2025-04-10,509,DEV00297,ADDR00318,Chandigarh,regular
CUST00165,2025-04-12,507,DEV00298,ADDR00319,Delhi,premium
CUST00166,2026-01-08,236,DEV00299,ADDR00320,Mumbai,regular
CUST00167,2025-03-28,522,DEV00300,ADDR00321,Bangalore,regular
CUST00168,2026-04-14,140,DEV00301,ADDR00322,Chandigarh,occasional
CUST00169,2025-08-09,388,DEV00302,ADDR00323,Bangalore,regular
CUST00170,2026-04-14,140,DEV00303,ADDR00324,Mumbai,premium
CUST00171,2025-09-27,339,DEV00304,ADDR00325,Delhi,regular
CUST00172,2026-02-23,190,DEV00305,ADDR00326,Mumbai,new
CUST00173,2026-04-27,127,DEV00306,ADDR00327,Bangalore,new
CUST00174,2025-04-03,516,DEV00307,ADDR00328,Delhi,regular
CUST00175,2025-04-02,517,DEV00308,ADDR00329,Bangalore,regular
CUST00176,2026-05-30,94,DEV00309,ADDR00330,Hyderabad,new
CUST00177,2025-12-31,244,DEV00310,ADDR00137,Bangalore,occasional
CUST00178,2025-11-26,279,DEV00311,ADDR00076,Mumbai,occasional
CUST00179,2025-04-17,502,DEV00312,ADDR00331,Delhi,premium
CUST00180,2025-11-13,292,DEV00313,ADDR00332,Jaipur,premium
CUST00181,2026-06-07,86,DEV00314,ADDR00062,Hyderabad,new
CUST00182,2026-01-17,227,DEV00315,ADDR00333,Bangalore,regular
CUST00183,2025-07-27,401,DEV00316,ADDR00334,Mumbai,regular
CUST00184,2026-05-24,100,DEV00317,ADDR00335,Pune,occasional
CUST00185,2026-03-28,157,DEV00318,ADDR00336,Mumbai,premium
CUST00186,2026-01-09,235,DEV00319,ADDR00337,Chennai,regular
CUST00187,2026-01-13,231,DEV00320,ADDR00338,Lucknow,regular
CUST00188,2025-04-10,509,DEV00321,ADDR00339,Hyderabad,premium
CUST00189,2025-09-18,348,DEV00322,ADDR00340,Hyderabad,occasional
CUST00190,2025-06-03,455,DEV00323,ADDR00341,Kolkata,occasional
CUST00191,2025-04-28,491,DEV00324,ADDR00342,Mumbai,occasional
CUST00192,2025-03-01,549,DEV00325,ADDR00343,Pune,regular
CUST00193,2026-07-28,35,DEV00121,ADDR00344,Delhi,new
CUST00194,2025-09-27,339,DEV00326,ADDR00345,Jaipur,premium
CUST00195,2026-03-15,170,DEV00050,ADDR00346,Delhi,regular
CUST00196,2026-03-21,164,DEV00327,ADDR00347,Bangalore,regular
CUST00197,2025-05-05,484,DEV00328,ADDR00348,Bangalore,regular
CUST00198,2025-11-30,275,DEV00329,ADDR00349,Kolkata,occasional
CUST00199,2026-04-27,127,DEV00330,ADDR00350,Bangalore,regular
CUST00200,2026-05-28,96,DEV00331,ADDR00139,Lucknow,regular
CUST00201,2025-05-18,471,DEV00332,ADDR00351,Indore,occasional
CUST00202,2025-10-12,324,DEV00333,ADDR00352,Pune,regular
CUST00203,2025-03-23,527,DEV00334,ADDR00353,Indore,regular
CUST00204,2026-06-07,86,DEV00129,ADDR00354,Mumbai,new
CUST00205,2026-03-29,156,DEV00335,ADDR00355,Ahmedabad,occasional
CUST00206,2025-12-11,264,DEV00336,ADDR00356,Delhi,premium
CUST00207,2026-01-19,225,DEV00337,ADDR00357,Mumbai,regular
CUST00208,2025-03-09,541,DEV00338,ADDR00358,Hyderabad,premium
CUST00209,2026-03-23,162,DEV00339,ADDR00359,Delhi,regular
CUST00210,2025-07-03,425,DEV00340,ADDR00360,Delhi,regular
CUST00211,2026-04-30,124,DEV00341,ADDR00361,Chennai,occasional
CUST00212,2025-06-14,444,DEV00342,ADDR00362,Mumbai,regular
CUST00213,2025-08-29,368,DEV00343,ADDR00363,Delhi,regular
CUST00214,2025-12-27,248,DEV00344,ADDR00364,Surat,occasional
CUST00215,2025-10-18,318,DEV00345,ADDR00365,Delhi,occasional
CUST00216,2026-01-13,231,DEV00346,ADDR00366,Bangalore,regular
CUST00217,2025-12-01,274,DEV00347,ADDR00367,Chennai,regular
CUST00218,2026-05-23,101,DEV00348,ADDR00368,Delhi,occasional
CUST00219,2025-10-05,331,DEV00349,ADDR00369,Bangalore,regular
CUST00220,2026-04-01,153,DEV00093,ADDR00370,Mumbai,new
CUST00221,2026-05-28,96,DEV00350,ADDR00371,Delhi,regular
CUST00222,2025-04-14,505,DEV00351,ADDR00372,Ahmedabad,premium
CUST00223,2026-06-06,87,DEV00086,ADDR00373,Kolkata,premium
CUST00224,2025-09-23,343,DEV00352,ADDR00374,Ahmedabad,occasional
CUST00225,2026-04-15,139,DEV00353,ADDR00375,Delhi,regular
CUST00226,2025-06-30,428,DEV00354,ADDR00376,Mumbai,regular
CUST00227,2025-06-06,452,DEV00355,ADDR00377,Indore,regular
CUST00228,2025-07-11,417,DEV00356,ADDR00378,Mumbai,regular
CUST00229,2026-01-31,213,DEV00357,ADDR00379,Mumbai,new
CUST00230,2025-05-04,485,DEV00358,ADDR00380,Ahmedabad,regular
CUST00231,2026-05-25,99,DEV00359,ADDR00381,Kolkata,regular
CUST00232,2025-09-24,342,DEV00360,ADDR00382,Chandigarh,regular
CUST00233,2025-06-29,429,DEV00361,ADDR00383,Delhi,premium
CUST00234,2026-05-27,97,DEV00362,ADDR00067,Mumbai,occasional
CUST00235,2025-05-20,469,DEV00363,ADDR00384,Kolkata,regular
CUST00236,2026-03-12,173,DEV00364,ADDR00385,Lucknow,regular
CUST00237,2025-10-29,307,DEV00365,ADDR00386,Surat,regular
CUST00238,2025-07-24,404,DEV00366,ADDR00067,Mumbai,regular
CUST00239,2025-10-19,317,DEV00367,ADDR00387,Bangalore,premium
CUST00240,2026-02-19,194,DEV00368,ADDR00388,Mumbai,regular
CUST00241,2025-06-17,441,DEV00369,ADDR00389,Ahmedabad,occasional
CUST00242,2025-05-16,473,DEV00370,ADDR00390,Bangalore,regular
CUST00243,2026-08-06,26,DEV00110,ADDR00391,Delhi,regular
CUST00244,2025-12-05,270,DEV00371,ADDR00008,Delhi,premium
CUST00245,2025-12-23,252,DEV00372,ADDR00392,Ahmedabad,occasional
CUST00246,2025-11-24,281,DEV00373,ADDR00393,Mumbai,premium
CUST00247,2026-05-24,100,DEV00374,ADDR00394,Ahmedabad,occasional
CUST00248,2026-05-06,118,DEV00375,ADDR00395,Kolkata,regular
CUST00249,2025-07-11,417,DEV00376,ADDR00396,Delhi,regular
CUST00250,2025-09-05,361,DEV00377,ADDR00397,Chennai,regular
CUST00251,2026-03-03,182,DEV00378,ADDR00003,Surat,regular
CUST00252,2026-08-13,19,DEV00089,ADDR00130,Surat,new
CUST00253,2025-12-28,247,DEV00379,ADDR00398,Kolkata,regular
CUST00254,2026-01-16,228,DEV00380,ADDR00399,Bangalore,new
CUST00255,2025-07-11,417,DEV00381,ADDR00400,Bangalore,regular
CUST00256,2025-11-05,300,DEV00382,ADDR00401,Chennai,premium
CUST00257,2025-04-19,500,DEV00383,ADDR00402,Chennai,regular
CUST00258,2025-10-09,327,DEV00384,ADDR00403,Hyderabad,regular
CUST00259,2026-04-12,142,DEV00385,ADDR00404,Ahmedabad,regular
CUST00260,2025-10-11,325,DEV00386,ADDR00405,Bangalore,premium
CUST00261,2025-09-07,359,DEV00387,ADDR00406,Delhi,regular
CUST00262,2025-10-30,306,DEV00388,ADDR00407,Delhi,regular
CUST00263,2026-02-28,185,DEV00389,ADDR00408,Kochi,occasional
CUST00264,2026-05-26,98,DEV00390,ADDR00058,Surat,occasional
CUST00265,2025-11-15,290,DEV00391,ADDR00409,Indore,regular
CUST00266,2025-09-04,362,DEV00392,ADDR00410,Delhi,regular
CUST00267,2026-03-16,169,DEV00393,ADDR00411,Kolkata,new
CUST00268,2026-02-05,208,DEV00394,ADDR00412,Chennai,new
CUST00269,2025-05-01,488,DEV00395,ADDR00413,Delhi,occasional
CUST00270,2026-03-02,183,DEV00396,ADDR00414,Mumbai,regular
CUST00271,2025-04-15,504,DEV00397,ADDR00415,Mumbai,regular
CUST00272,2025-10-12,324,DEV00398,ADDR00416,Mumbai,occasional
CUST00273,2026-04-05,149,DEV00399,ADDR00417,Bangalore,regular
CUST00274,2025-10-05,331,DEV00400,ADDR00077,Kolkata,regular
CUST00275,2026-05-28,96,DEV00401,ADDR00418,Mumbai,regular
CUST00276,2025-12-30,245,DEV00402,ADDR00419,Hyderabad,regular
CUST00277,2025-04-10,509,DEV00403,ADDR00420,Delhi,premium
CUST00278,2025-04-08,511,DEV00404,ADDR00421,Kolkata,regular
CUST00279,2025-11-24,281,DEV00151,ADDR00422,Kolkata,regular
CUST00280,2025-08-28,369,DEV00405,ADDR00423,Kochi,occasional
CUST00281,2026-06-15,78,DEV00110,ADDR00061,Pune,premium
CUST00282,2026-06-01,92,DEV00063,ADDR00102,Lucknow,regular
CUST00283,2025-12-19,256,DEV00037,ADDR00424,Hyderabad,occasional
CUST00284,2026-02-27,186,DEV00406,ADDR00425,Mumbai,premium
CUST00285,2026-02-26,187,DEV00407,ADDR00426,Bangalore,occasional
CUST00286,2025-06-13,445,DEV00408,ADDR00427,Hyderabad,regular
CUST00287,2025-04-19,500,DEV00409,ADDR00428,Mumbai,regular
CUST00288,2026-03-31,154,DEV00410,ADDR00429,Chennai,regular
CUST00289,2025-11-21,284,DEV00411,ADDR00430,Delhi,regular
CUST00290,2026-02-18,195,DEV00412,ADDR00431,Pune,regular
CUST00291,2025-08-17,380,DEV00413,ADDR00432,Ahmedabad,occasional
CUST00292,2025-12-09,266,DEV00414,ADDR00433,Delhi,premium
CUST00293,2025-06-19,439,DEV00084,ADDR00434,Jaipur,regular
CUST00294,2025-11-08,297,DEV00415,ADDR00435,Bangalore,occasional
CUST00295,2025-07-08,420,DEV00416,ADDR00436,Jaipur,premium
CUST00296,2026-04-08,146,DEV00417,ADDR00437,Ahmedabad,regular
CUST00297,2026-03-09,176,DEV00418,ADDR00438,Indore,occasional
CUST00298,2025-12-07,268,DEV00419,ADDR00439,Mumbai,regular
CUST00299,2026-07-06,57,DEV00420,ADDR00440,Mumbai,new
CUST00300,2025-11-07,298,DEV00421,ADDR00441,Surat,regular
CUST00301,2025-03-15,535,DEV00422,ADDR00442,Pune,occasional
CUST00302,2026-03-20,165,DEV00423,ADDR00443,Jaipur,regular
CUST00303,2026-01-06,238,DEV00424,ADDR00444,Hyderabad,premium
CUST00304,2026-02-09,204,DEV00425,ADDR00445,Delhi,regular
CUST00305,2025-11-07,298,DEV00426,ADDR00446,Kolkata,premium
CUST00306,2025-10-30,306,DEV00094,ADDR00093,Bangalore,premium
CUST00307,2026-06-06,87,DEV00098,ADDR00447,Hyderabad,new
CUST00308,2026-02-15,198,DEV00427,ADDR00448,Chennai,premium
CUST00309,2026-04-21,133,DEV00428,ADDR00449,Jaipur,new
CUST00310,2025-05-22,467,DEV00429,ADDR00450,Hyderabad,regular
CUST00311,2025-05-01,488,DEV00430,ADDR00451,Delhi,premium
CUST00312,2025-04-28,491,DEV00431,ADDR00452,Surat,occasional
CUST00313,2025-07-27,401,DEV00432,ADDR00453,Surat,regular
CUST00314,2025-11-01,304,DEV00433,ADDR00454,Jaipur,regular
CUST00315,2025-12-29,246,DEV00434,ADDR00455,Chennai,occasional
CUST00316,2025-05-23,466,DEV00435,ADDR00456,Delhi,regular
CUST00317,2025-04-28,491,DEV00436,ADDR00457,Mumbai,regular
CUST00318,2026-04-27,127,DEV00437,ADDR00458,Bangalore,occasional
CUST00319,2025-10-30,306,DEV00438,ADDR00459,Pune,occasional
CUST00320,2025-08-15,382,DEV00439,ADDR00460,Pune,premium
CUST00321,2026-01-02,242,DEV00440,ADDR00461,Indore,regular
CUST00322,2026-06-23,70,DEV00033,ADDR00462,Lucknow,regular
CUST00323,2025-12-17,258,DEV00441,ADDR00463,Surat,regular
CUST00324,2025-08-18,379,DEV00442,ADDR00464,Kochi,premium
CUST00325,2026-03-06,179,DEV00443,ADDR00465,Kolkata,occasional
CUST00326,2025-06-02,456,DEV00444,ADDR00466,Indore,occasional
CUST00327,2026-03-11,174,DEV00445,ADDR00467,Mumbai,regular
CUST00328,2026-03-12,173,DEV00446,ADDR00468,Pune,occasional
CUST00329,2026-04-23,131,DEV00447,ADDR00469,Lucknow,new
CUST00330,2025-10-08,328,DEV00003,ADDR00470,Bangalore,premium
CUST00331,2026-04-04,150,DEV00083,ADDR00471,Chandigarh,premium
CUST00332,2025-03-08,542,DEV00448,ADDR00472,Mumbai,premium
CUST00333,2025-11-22,283,DEV00449,ADDR00134,Chennai,regular
CUST00334,2025-05-27,462,DEV00450,ADDR00473,Delhi,premium
CUST00335,2025-12-27,248,DEV00451,ADDR00474,Delhi,regular
CUST00336,2025-12-23,252,DEV00452,ADDR00475,Ahmedabad,occasional
CUST00337,2025-06-08,450,DEV00453,ADDR00476,Jaipur,occasional
CUST00338,2025-09-06,360,DEV00454,ADDR00477,Lucknow,premium
CUST00339,2026-03-18,167,DEV00455,ADDR00478,Lucknow,premium
CUST00340,2025-12-03,272,DEV00456,ADDR00479,Chandigarh,regular
CUST00341,2025-04-22,497,DEV00052,ADDR00480,Bangalore,regular
CUST00342,2026-07-24,39,DEV00001,ADDR00481,Delhi,new
CUST00343,2026-04-09,145,DEV00457,ADDR00482,Delhi,new
CUST00344,2026-04-01,153,DEV00458,ADDR00483,Delhi,regular
CUST00345,2025-04-12,507,DEV00459,ADDR00484,Ahmedabad,regular
CUST00346,2025-08-23,374,DEV00460,ADDR00485,Ahmedabad,premium
CUST00347,2025-12-08,267,DEV00461,ADDR00486,Indore,regular
CUST00348,2026-03-16,169,DEV00462,ADDR00487,Hyderabad,regular
CUST00349,2026-03-10,175,DEV00463,ADDR00488,Pune,regular
CUST00350,2025-05-21,468,DEV00464,ADDR00489,Delhi,occasional
CUST00351,2026-04-29,125,DEV00465,ADDR00490,Chennai,regular
CUST00352,2025-11-14,291,DEV00051,ADDR00126,Bangalore,regular
CUST00353,2025-05-30,459,DEV00062,ADDR00491,Bangalore,regular
CUST00354,2025-07-19,409,DEV00466,ADDR00492,Bangalore,occasional
CUST00355,2026-05-10,114,DEV00019,ADDR00493,Kochi,regular
CUST00356,2025-12-23,252,DEV00467,ADDR00011,Kolkata,premium
CUST00357,2026-01-19,225,DEV00468,ADDR00494,Indore,regular
CUST00358,2026-02-11,202,DEV00469,ADDR00495,Bangalore,new
CUST00359,2025-07-03,425,DEV00470,ADDR00496,Jaipur,premium
CUST00360,2025-06-23,435,DEV00471,ADDR00497,Chennai,regular
CUST00361,2026-03-17,168,DEV00472,ADDR00498,Mumbai,occasional
CUST00362,2026-01-30,214,DEV00473,ADDR00499,Pune,regular
CUST00363,2026-01-09,235,DEV00474,ADDR00500,Chennai,occasional
CUST00364,2026-01-13,231,DEV00475,ADDR00501,Kochi,occasional
CUST00365,2026-01-27,217,DEV00476,ADDR00502,Bangalore,new
CUST00366,2025-06-07,451,DEV00477,ADDR00503,Hyderabad,regular
CUST00367,2025-11-02,303,DEV00478,ADDR00504,Jaipur,regular
CUST00368,2025-04-07,512,DEV00479,ADDR00505,Delhi,regular
CUST00369,2025-11-03,302,DEV00480,ADDR00506,Lucknow,regular
CUST00370,2026-05-27,97,DEV00131,ADDR00066,Ahmedabad,premium
CUST00371,2025-10-09,327,DEV00481,ADDR00507,Mumbai,regular
CUST00372,2026-03-06,179,DEV00141,ADDR00508,Mumbai,regular
CUST00373,2026-01-01,243,DEV00482,ADDR00509,Hyderabad,premium
CUST00374,2026-03-27,158,DEV00483,ADDR00510,Chennai,regular
CUST00375,2025-12-20,255,DEV00484,ADDR00511,Delhi,new
CUST00376,2026-07-06,57,DEV00090,ADDR00029,Hyderabad,new
CUST00377,2025-06-11,447,DEV00485,ADDR00512,Jaipur,regular
CUST00378,2025-09-30,336,DEV00486,ADDR00513,Mumbai,premium
